hh_id,ind_id,psu,strata,subsample,weight,area,region,region_01,agec4,agec2,d_cm,d_nutr,d_satt,d_educ,d_elct,d_wtr,d_sani,d_hsg,d_ckfl,d_asst,d_cm_01,d_nutr_01,d_satt_01,d_educ_01,d_elct_01,d_wtr_01,d_sani_01,d_hsg_01,d_ckfl_01,d_asst_01,mpi
20009,2000903,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,10-17,0-17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,.11111111
20011,2001101,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,60+,18+,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,.3888889
20011,2001102,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,60+,18+,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,.3888889
20011,2001103,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,18-59,18+,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,.3888889
20011,2001104,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,0-9,0-17,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,.3888889
20012,2001201,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,18-59,18+,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,.055555556
20012,2001202,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,18-59,18+,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,.055555556
20012,2001203,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,10-17,0-17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,.055555556
20012,2001204,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,0-9,0-17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,.055555556
20014,2001401,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,60+,18+,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,.22222222
20015,2001501,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,18-59,18+,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,.33333334
20015,2001502,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,18-59,18+,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,.33333334
20015,2001503,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,18-59,18+,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,.33333334
20015,2001504,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,18-59,18+,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,.33333334
20015,2001505,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,0-9,0-17,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,.33333334
20015,2001506,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,0-9,0-17,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,.33333334
20017,2001701,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,18-59,18+,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,.22222222
20017,2001702,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,18-59,18+,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,.22222222
20018,2001801,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,60+,18+,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,.11111111
20018,2001802,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,60+,18+,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,.11111111
20018,2001803,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,18-59,18+,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,.11111111
20018,2001804,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,18-59,18+,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,.11111111
20018,2001805,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,0-9,0-17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,.11111111
20018,2001806,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,10-17,0-17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,.11111111
20018,2001807,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,0-9,0-17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,.11111111
20020,2002001,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,18-59,18+,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,.16666667
20020,2002002,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,18-59,18+,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,.16666667
20020,2002003,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,0-9,0-17,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,.16666667
20021,2002101,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,60+,18+,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,.27777779
20021,2002102,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,60+,18+,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,.27777779
